Date,Open,High,Low,Close,Adj Close,Volume
2003-06-10,52.779999,52.849998,51.900002,52.639999,32.361973,8865100
2003-06-11,52.919998,53.000000,52.099998,53.000000,32.583298,10413800
2003-06-12,53.250000,54.169998,53.099998,53.270000,32.749298,10491800
2003-06-13,53.450001,53.799999,52.400002,52.560001,32.312786,7977500
2003-06-16,53.000000,54.090000,52.869999,53.700001,33.013649,9545300
2003-06-17,54.549999,55.240002,54.360001,54.759998,33.665306,10924900
2003-06-18,54.750000,55.189999,54.619999,54.950001,33.782112,8722200
2003-06-19,55.500000,55.570000,54.049999,54.410000,33.450138,7412300
2003-06-20,54.849998,55.000000,54.400002,54.450001,33.474735,9671000
2003-06-23,54.099998,54.349998,52.849998,53.349998,32.798458,9568500
2003-06-24,53.349998,53.790001,52.599998,52.599998,32.337379,9972900
2003-06-25,52.500000,53.180000,52.380001,52.470001,32.257465,6201700
2003-06-26,52.220001,53.860001,52.200001,52.299999,32.152958,8849400
2003-06-27,51.250000,52.450001,50.750000,51.540001,31.685703,16472200
2003-06-30,52.080002,52.369999,51.610001,51.700001,31.784094,10305900
2003-07-01,51.700001,52.639999,51.490002,52.419998,32.226738,9099000
2003-07-02,52.160000,53.060001,52.150002,52.900002,32.521824,8393800
2003-07-03,52.900002,53.250000,52.340000,52.990002,32.577141,5787000
2003-07-07,53.230000,53.680000,52.599998,52.980000,32.571007,8643500
2003-07-08,52.470001,53.000000,52.000000,52.480000,32.263630,10533000
2003-07-09,52.150002,52.490002,51.750000,51.919998,31.919336,10657100
2003-07-10,51.400002,52.000000,51.209999,51.250000,31.507442,7541400
